en,de,description,file,hash
"Gender field","Anrede Feld",,site/modules/FrontendContact/FrontendContact.module,7a79ef710284e6b41094c40d263e74a9
"Select the userfield","Wählen Sie das entsprechende Benutzerfeld",,site/modules/FrontendContact/FrontendContact.module,794d728b3048784af271713801ff7e43
"Only fields of the type ""%s"" can be selected.","Es können nur Felder des Typs ""%s"" ausgewählt werden.",,site/modules/FrontendContact/FrontendContact.module,771ff1e4a9e320cefe7b3bcb7833bb75
"Name field","Vorname Feld",,site/modules/FrontendContact/FrontendContact.module,1998614bbedbcbde9824e5fc35ee6578
"Surname field","Nachname Feld",,site/modules/FrontendContact/FrontendContact.module,d10164f22e3f8c737b75b58bd93cfea1
"Subject field","Betreff Feld",,site/modules/FrontendContact/FrontendContact.module,1118ef52300a1d6b722dd362c65ffdd3
"Fileupload field","Datei-Upload Feld",,site/modules/FrontendContact/FrontendContact.module,c360753a98dc6b8941f21355928cf2dc
"Send copy field","Kopie der Nachricht senden Feld",,site/modules/FrontendContact/FrontendContact.module,d87c94ef8d15731701f244cc97cdc31f
"If the box is checked, a checkbox inside the contact form will be displayed so that the user can choose to get a copy of the message into his mail account.","Wenn das Kontrollkästchen aktiviert ist, wird eine Checkbox im Kontaktformular angezeigt, so dass der Benutzer wählen kann, ob er eine Kopie der Nachricht auf sein E-Mail-Konto erhalten möchte, oder nicht.",,site/modules/FrontendContact/FrontendContact.module,77e1fbfaf357fe8bb957203a1af579de
"This field is always optional.","Dieses Feld ist immer optional.",,site/modules/FrontendContact/FrontendContact.module,077fed5281d056a3907fec2cf0774039
"Privacy field","Datenschutzerklärung akzeptieren Feld",,site/modules/FrontendContact/FrontendContact.module,5d94335d8060aa4e766e1171096c106a
"If the box is checked, a checkbox inside the contact form will be displayed for the user to accept the data privacy.","Wenn das Kästchen aktiviert ist, wird im Kontaktformular eine Checkbox angezeigt, mit welcher der Benutzer den Datenschutz-Richtlinien akzeptieren muss.",,site/modules/FrontendContact/FrontendContact.module,75de16f470dea325ec6099d355024787
"This field is always mandatory, if it is part of the form.","Dieses Feld ist immer obligatorisch, wenn es Teil des Formulars ist.",,site/modules/FrontendContact/FrontendContact.module,eae4ae230a27d7b3182f9022dbb63b5a
"Default email configuration",Standard-E-Mail-Konfiguration,,site/modules/FrontendContact/FrontendContact.module,7507729fd86157f8c6c06b36b11c9b92
"Enter the general email address for the recipient","Geben Sie die allgemeine E-Mail-Adresse des Empfängers ein",,site/modules/FrontendContact/FrontendContact.module,7f5cc1f1b0224b7dbd820acc620ba612
"Every contact form needs a recipient: Select if you want to enter it manually or if you want to use the value of a specific PW field.","Jedes Kontaktformular benötigt einen Empfänger: Wählen Sie, ob Sie ihn manuell eingeben oder den Wert eines bestimmten PW-Feldes verwenden möchten.",,site/modules/FrontendContact/FrontendContact.module,aedd897e5d75122232de3578c2a1816a
"Enter email address manually","E-Mail Adresse manuell eingeben",,site/modules/FrontendContact/FrontendContact.module,dcc9cc33d64413affcebc7df5dd29fc0
"Use the value of a PW field","Den Wert eines ProcessWire Feldes verwenden",,site/modules/FrontendContact/FrontendContact.module,95a68face04a3fb6617f87f03d126438
"You can change the recipient email address on per form base.","Sie können die Empfänger-E-Mail-Adresse bei jedem Formular manuell ändern.",,site/modules/FrontendContact/FrontendContact.module,38d72d17598adfdf577f2c94752a7802
"Default email address as text","Standard-E-Mail-Adresse als Text",,site/modules/FrontendContact/FrontendContact.module,1b9b268ea00afc39d37e33d105c4a2f9
"Enter an email address (fe office@myemail.com)","Geben Sie eine E-Mail Adresse ein (z.B. office@myemail.com)",,site/modules/FrontendContact/FrontendContact.module,b6c92863807b34099290954e3100d4dc
"Default email address from field","Standard-E-Mail-Adresse aus dem Feld",,site/modules/FrontendContact/FrontendContact.module,3c76d6e31a98d339d12c825437c5bca8
"Select a field which contains the email address, where the mails should be sent to if you want.","Wählen Sie ein Feld aus, das die E-Mail-Adresse enthält, an die die E-Mails auf gesendet werden sollen.",,site/modules/FrontendContact/FrontendContact.module,b0533064d340a5b28be51f962f0c150d
"Only fields of the type ""FieldtypeEmail"" can be selected. If this field has more than one value, only the first value will be taken.","Es können nur Felder des Typs ""FieldtypeEmail"" ausgewählt werden. Wenn dieses Feld mehr als einen Wert hat, wird nur der erste Wert übernommen.",,site/modules/FrontendContact/FrontendContact.module,5d946cd97223799d50b9531f8e16294f
"This field is empty and does not contain an email value!! You can use this field, but you have to add a value to this field. Otherwise you will get an error on the Frontend.","Dieses Feld ist leer und enthält keine E-Mail-Adresse!! Sie können dieses Feld verwenden, aber Sie müssen eine E-Mai-Adresse in dieses Feld eingeben. Andernfalls erhalten Sie eine Fehlermeldung auf der Seite, wo das Formular eingebettet ist.",,site/modules/FrontendContact/FrontendContact.module,4ab5690e1fcf1dbac6ae1547322d51e5
"Current value: %s","Aktueller Wert: %s",,site/modules/FrontendContact/FrontendContact.module,3c969a23a06faacad77a9607feee6654
"At the moment there are no selectable fields available. You have to create a field of the type Email first and add it to a template if you want to use this option.","Im Moment sind keine auswählbaren Felder verfügbar. Sie müssen zuerst ein Feld vom Typ E-Mail erstellen und es zu einer Vorlage hinzufügen, wenn Sie diese Option nutzen möchten.",,site/modules/FrontendContact/FrontendContact.module,0b55da97fe62f1c2acc4901b9cea6776
"Select an email template","Wählen Sie eine E-Mail-Vorlage",,site/modules/FrontendContact/FrontendContact.module,391b1c0e2e6a571d16ee13451bfe5740
"inherit from FrontendForms settings","Von den FrontenForms Einstellungen übernehmen",,site/modules/FrontendContact/FrontendContact.module,78325c4af90ffc228c3798aa64c67ad1
"no HTML template (plain text only)","keine HTML-Vorlage (nur einfacher Text)",,site/modules/FrontendContact/FrontendContact.module,768e9766bf4b93f28bb332609b8e7429
"Select if you want to use a HTML template for the emails.","Wählen Sie, ob Sie eine HTML-Vorlage für die E-Mails verwenden möchten.",,site/modules/FrontendContact/FrontendContact.module,7aab33ddcda6341e8d9483b90b419d17
"Inherit from FrontendForms will take the setting from this module.","Wenn FrontendForms Einstellungen übernehmen ausgewählt wurde, dann werden die dort angegeben Einstellungen herangezogen.",,site/modules/FrontendContact/FrontendContact.module,0a6eca4828ea7f3fa67e27f3e5920330
"Min time before form submission","Minimale Zeit bis zum Absenden des Formulars",,site/modules/FrontendContact/FrontendContact.module,c18393d954f62604d9f34be940b2b4ab
"Please set the min time in seconds before a form should be submitted. Adjust the number of seconds to the number of form fields in your form. Please note: more fields, higher number of seconds necessary to fill out the form.","Bitte geben Sie die Mindestzeit in Sekunden an, bevor ein Formular abgeschickt werden soll. Passen Sie die Anzahl der Sekunden an die Anzahl der Formularfelder in Ihrem Formular an. Bitte beachten Sie: je mehr Felder, desto mehr Sekunden sind zum Ausfüllen des Formulars erforderlich.",,site/modules/FrontendContact/FrontendContact.module,4313d12c580c56aacafee9d21c220c34
"If set to 0 then this feature is disabled. This feature measures the time between loading and submitting a form. If the time is to short (fe a spam bot is filling out the form in less than 1 second) it will leads to a form error.","Wenn der Wert 0 ist, ist diese Funktion deaktiviert. Diese Funktion misst die Zeit zwischen dem Laden und Absenden eines Formulars. Wenn die Zeit zu kurz ist (beispielsweise, wenn ein Spam-Bot das Formular in weniger als 1 Sekunde ausfüllt), führt dies zu einem Formularfehler.",,site/modules/FrontendContact/FrontendContact.module,6ae9ea08baca30904d7120cb36c6dd84
"Only to mention: All other spam protection measure settings will be taken from the global configuration of the FrontendForms module.","Nur zum Beachten: Alle anderen Einstellungen zum Spamschutz werden aus der globalen Konfiguration des FrontendForms-Moduls übernommen.",,site/modules/FrontendContact/FrontendContact.module,9a8ba14504462ac1a5b3365a5f8e8501
"How to",Kurzanleitung,,site/modules/FrontendContact/FrontendContact.module,8152e92924892023d55b62a942636981
"This is a simple quick start guide on how to implement the contact form in your site.","Dies ist eine einfache Schnellstart-Anleitung für die Implementierung des Kontaktformulars auf Ihrer Website.",,site/modules/FrontendContact/FrontendContact.module,be69ba584185a9903279c68567703491
"Easiest integration","Einfachste Einbindung",,site/modules/FrontendContact/FrontendContact.module,10bc314c8ce765c66d24c6bc9be3ff7c
"Put this code inside your template, where the form should be displayed.","Fügen Sie diesen Code in Ihre Vorlage ein, wo das Formular angezeigt werden soll.",,site/modules/FrontendContact/FrontendContact.module,a926f0320830b6855e481c66913fbd7d
"In this case the, the form uses the global settings of the configuration in the backend.","In diesem Fall verwendet das Formular die globalen Einstellungen der Konfiguration im Backend.",,site/modules/FrontendContact/FrontendContact.module,3eb54c619a3ba10eccf743d5c2ed17b8
"Advanced integration with changed settings","Erweiterte Integration mit geänderten Einstellungen",,site/modules/FrontendContact/FrontendContact.module,d96f982f39b682ec49a68e64c06271c4
"If you want the form to be displayed differently from the global settings or you want to change some parameters, you have to do it like the way below.","Wenn Sie möchten, dass das Formular abweichend von den globalen Einstellungen angezeigt wird oder Sie einige Parameter ändern möchten, müssen Sie wie nachfolgend beschrieben vorgehen.",,site/modules/FrontendContact/FrontendContact.module,85198a3318560cd72357e5b4eed142a5
"Overwrite the recipient email address or add more recipients","Überschreiben Sie die Empfängeradress oder fügen Sie weitere Empfänger hinzu",,site/modules/FrontendContact/FrontendContact.module,4486575452a4b7304315b37b12a10745
"Overwrite the max attempts","Überschreiben Sie die maximalen Versuche",,site/modules/FrontendContact/FrontendContact.module,3fcad3b5510b9165bdc27112753f5e1f
"Overwrite the min time for form submission","Überschreiben Sie die Mindestzeit für die Formularübermittlung",,site/modules/FrontendContact/FrontendContact.module,c3918ca5c17155b88a3eac3d3cb47465
"Overwrite the max time for form submission","Überschreiben Sie die maximale Zeit für die Formularübermittlung",,site/modules/FrontendContact/FrontendContact.module,e7dd7541c4d73ddbc65943916bba00d5
"Enable the displaying of the send copy checkbox","Aktivieren Sie die Anzeige des Kontrollkästchens ""Kopie an mich senden""",,site/modules/FrontendContact/FrontendContact.module,e71e8b2058be94c3322d89eed7d2b97a
"Disable the displaying of the data privacy checkbox","Deaktivieren Sie die Anzeige des Datenschutz-Kontrollkästchens",,site/modules/FrontendContact/FrontendContact.module,42c3e46eeae85c2eddb2b8e57ebea847
"Show an alternative message after successful form submission","Anzeige einer alternativen Nachricht nach erfolgreicher Formularübermittlung",,site/modules/FrontendContact/FrontendContact.module,2a8a647991b8fd208b7c904ba2a62e81
"Render the form","Ausgabe des Formulars",,site/modules/FrontendContact/FrontendContact.module,373c9ebf8cc7fc3e98159f964aa6b7d2
"Some methods used in the example above are from the FrontendForms module and are explained in the %s of this module.","Einige der im obigen Beispiel verwendeten Methoden stammen aus dem Modul FrontendForms und werden in den %s zu diesem Modul erläutert.",,site/modules/FrontendContact/FrontendContact.module,f42c96435bca2eeca5dec2b9440f33bb
"examples folder","examples Ordner",,site/modules/FrontendContact/FrontendContact.module,be472a74e2acc3a024841b1511e729aa
"You will find more examples on GitHub inside the %s. Please study these examples on how to customize the contact form.","Weitere Beispiele finden Sie auf GitHub im %s. Bitte studieren Sie diese Beispiele, wie Sie das Kontaktformular anpassen können.",,site/modules/FrontendContact/FrontendContact.module,ff0644d502bf6cdc09a01552a6489936
"Please enter a valid email address or select a PW field, which contains the email address inside the default email configuration tab.","Bitte geben Sie eine gültige E-Mail-Adresse ein oder wählen Sie ein PW-Feld, das die E-Mail-Adresse in den Standard-E-Mail-Einstellungen enthält.",,site/modules/FrontendContact/FrontendContact.module,2618d664f407397d4be07756ebd91887
